Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
190999,Way Station,Clifford D. Simak,"Simak, Clifford D.",,"=""0020248717""","=""9780020248712""",0,4.03,Collier Books,Paperback,210,1992,1963,,2016/02/23,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
222093,City,Clifford D. Simak,"Simak, Clifford D.",,"=""188296828X""","=""9781882968282""",4,4.09,Old Earth Books,Hardcover,251,2008,1952,,2016/02/23,,,read,,,,1,,,0,,,,,
7613,Animal Farm,George Orwell,"Orwell, George","Boris Grabnar, Celâl Üster, Κυριάκος Ντελόπουλος, Τζωρτζ Όργουελ, Celâl Üstüner, Peter Škerl","=""0452284244""","=""9780452284241""",0,3.97,NAL,Paperback,122,2003,1945,,2016/02/23,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
17800,Dance Dance Dance (The Rat #4),Haruki Murakami,"Murakami, Haruki",,"=""0099448769""","=""9780099448761""",0,4.05,Vintage,Paperback,393,2002,1988,,2016/02/23,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
11298,"A Wild Sheep Chase (The Rat, #3)",Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""037571894X""","=""9780375718946""",0,3.94,Vintage,Paperback,353,2002,1982,,2016/02/23,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
591978,"Pinball, 1973 (The Rat, #2)",Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""4061860127""","=""9784061860124""",0,3.53,Kodansha International Ltd.,Paperback,215,1980,1980,,2016/02/23,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
226973,"Hear the Wind Sing (The Rat, #1)",Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""4061860267""","=""9784061860261""",0,3.58,Kodansha International Ltd.,Paperback,130,1979,1979,,2016/02/23,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
11275,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0965341984""","=""9780965341981""",0,4.16,Knopf,Paperback,607,1997,1994,,2016/02/23,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""1400079276""","=""9781400079278""",0,4.14,Vintage International,Paperback,467,2006,2002,,2016/02/23,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
10357575,1Q84 (1Q84 #1-3),Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",0,3.93,Knopf,Hardcover,925,2011,2009,,2016/02/23,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
12497,No Country for Old Men,Cormac McCarthy,"McCarthy, Cormac",,"=""0375706674""","=""9780375706677""",0,4.12,Vintage,Paperback,309,2006,2005,,2016/02/23,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
1430,Eleven Minutes,Paulo Coelho,"Coelho, Paulo",Margaret Jull Costa,"=""0060589280""","=""9780060589288""",0,3.70,HarperOne,Paperback,273,2003,2003,,2016/02/23,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
5367,"The Great Book of Amber (The Chronicles of Amber, #1-10)",Roger Zelazny,"Zelazny, Roger",Tim          White,"=""0380809060""","=""9780380809066""",0,4.31,Avon-Eos,Paperback,1258,1999,1999,,2016/02/23,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
16793,Stardust,Neil Gaiman,"Gaiman, Neil",,"=""0061142026""","=""9780061142024""",0,4.09,Harper Perennial,Paperback,248,2006,1998,,2016/02/22,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
216363,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""0679740678""","=""9780679740674""",0,3.61,Vintage,Paperback,259,1992,1962,,2016/02/22,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,3.69,Penguin Books ,Paperback,182,1999,1954,,2016/02/22,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
7629,The Good Soldier Švejk,Jaroslav Hašek,"Hašek, Jaroslav","Josef Lada, Lumír Nahodil, Cecil Parrott","=""0140449914""","=""9780140449914""",0,4.09,Penguin Classics,Paperback,752,2005,1921,,2016/02/22,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333846""","=""9780385333849""",0,4.08,Dial Press,Paperback,275,1999,1969,,2016/02/22,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
360,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,"Adams, Douglas",,"=""0345418778""","=""9780345418777""",0,3.96,Ballantine / Del Rey / Fawcett / Ivy,Mass Market Paperback,240,2000,1992,,2016/02/22,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
8698,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,"Adams, Douglas",,"=""0330491237""","=""9780330491235""",0,4.09,Picador USA,Paperback,167,2002,1984,,2016/02/22,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
8694,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,"=""0345418905""","=""9780345418906""",0,4.19,Del Rey,Paperback,224,2005,1982,,2016/02/22,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
83674,The Bridges of Madison County,Robert James Waller,"Waller, Robert James",,"=""0446364495""","=""9780446364492""",0,3.65,Grand Central Publishing,Mass Market Paperback,224,1995,1992,,2016/02/22,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
15799416,The Childhood of Jesus,J.M. Coetzee,"Coetzee, J.M.",,"=""1846557267""","=""9781846557262""",0,3.45,Harvill Secker,Hardcover,288,2013,2013,,2016/01/07,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",0,3.95,Riverhead Books,Hardcover,325,2015,2015,,2016/01/07,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
8785374,"Snuff (Discworld, #39; City Watch #8)",Terry Pratchett,"Pratchett, Terry",,"=""038561926X""","=""9780385619264""",2,4.15,Doubleday UK,Hardcover,378,2011,2011,2015/12/21,2014/12/25,,,read,,,,1,,,0,,,,,
17333324,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,"Leckie, Ann",,"=""031624662X""","=""9780316246620""",0,3.98,Orbit,Paperback,416,2013,2013,,2015/12/19,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
18423,"The Left Hand of Darkness (Hainish Cycle, #4)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.09,Ace,Paperback,304,2000,1969,,2015/12/19,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
48484,"Blindsight (Firefall, #1)",Peter Watts,"Watts, Peter",,"=""0765312182""","=""9780765312181""",0,4.01,Tor Books,Hardcover,384,2006,2006,,2015/12/19,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
89187,"Revelation Space (Revelation Space, #1)",Alastair Reynolds,"Reynolds, Alastair",,"=""0441009425""","=""9780441009428""",0,3.99,Ace Books,Mass Market Paperback,585,2002,2000,,2015/12/19,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""0061474096""","=""9780061474095""",0,4.16,William Morrow,Hardcover,937,2008,2008,,2015/12/19,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar","Jeffrey Eugenides, Martha","=""""","=""""",0,4.10,Random House: Modern Library,Paperback,272,2004,1890,,2015/12/19,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
18116,His Dark Materials (His Dark Materials #1-3),Philip Pullman,"Pullman, Philip",,"=""0440238609""","=""9780440238607""",0,4.27,Laurel Leaf Library,Mass Market Paperback,1088,2003,2000,,2015/12/19,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",0,4.52,Penguin Group DAW,Hardcover,662,2007,2007,,2015/12/19,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
6250169,"Unseen Academicals (Discworld, #37; Rincewind #8)",Terry Pratchett,"Pratchett, Terry",,"=""0061161705""","=""9780061161704""",3,3.98,HarperCollins,Hardcover,417,2009,2009,2015/10/28,2014/12/25,,,read,,,,1,,,0,,,,,
64401,"Another Fine Myth (Myth Adventures, #1)",Robert Lynn Asprin,"Asprin, Robert Lynn",,"=""0441013465""","=""9780441013463""",0,4.03,Ace Books,Paperback,200,2005,1978,,2015/10/25,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",0,4.30,Tor,Mass Market Paperback,324,2004,1985,,2015/10/21,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
8695,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.21,Del Rey,Paperback,250,2005,1980,,2015/10/15,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
62530,"Thud! (Discworld, #34; City Watch #7)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",4,4.33,Corgi,Paperback,439,2006,2005,2015/09/14,2014/12/25,,,read,,,,1,,,0,,,,,
22816087,Seveneves,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,3.99,William Morrow,Kindle Edition,880,2015,2015,,2015/08/05,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
18302455,The Circle,Dave Eggers,"Eggers, Dave",,"=""""","=""""",0,3.43,Knopf,Hardcover,493,2013,2013,,2015/08/05,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",Guy Abadia,"=""0553380958""","=""9780553380958""",0,4.03,Bantam Books,Paperback,438,2000,1992,,2015/08/05,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",0,4.40,Crown,Hardcover,384,2014,2011,,2015/08/05,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
6058,The Road Back,Erich Maria Remarque,"Remarque, Erich Maria",,"=""1931541744""","=""9781931541749""",0,4.29,Simon Publications,Paperback,352,2001,1931,,2015/08/04,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
499437,Shadows in Paradise,Erich Maria Remarque,"Remarque, Erich Maria",,"=""0449912485""","=""9780449912485""",0,4.15,Random House Trade Paperbacks,Paperback,400,1998,1971,,2015/08/04,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
125432,The Night in Lisbon,Erich Maria Remarque,"Remarque, Erich Maria",Ralph Manheim,"=""0449912434""","=""9780449912430""",0,4.29,Random House Trade Paperbacks,Paperback,272,1998,1962,,2015/08/04,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",0,4.46,Tor Books,Hardcover,541,2006,2006,,2015/08/04,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
68427,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765350378""","=""9780765350374""",0,4.18,Tor Fantasy,Mass Market Paperback,622,2006,2005,,2015/08/04,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
28695,"City of Golden Shadow (Otherland, #1)",Tad Williams,"Williams, Tad",,"=""0886777631""","=""9780886777630""",0,3.92,DAW Books,Mass Market Paperback,780,1998,1996,,2015/08/04,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
414895,Planet of the Apes,Pierre Boulle,"Boulle, Pierre",Xan Fielding,"=""0345447980""","=""9780345447982""",0,3.97,Del Rey,Paperback,268,2001,1963,,2015/08/04,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
7082,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",Roger Zelazny,"=""0345404475""","=""9780345404473""",0,4.09,Del Rey / Ballantine Books,Paperback,244,1996,1968,,2015/08/04,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
22328,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William","Gianpaolo Cossato, Sandro Sandrelli, Franco Forte","=""""","=""""",0,3.90,Ace Books,Mass Market Paperback,271,1984,1984,,2015/08/04,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
34501,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",Terry Pratchett,"Pratchett, Terry",,"=""055255264X""","=""9780552552646""",4,4.29,Corgi Childrens,Paperback,352,2005,2004,2015/08/04,2014/12/25,,,read,,,,1,,,0,,,,,
16278318,Armada,Ernest Cline,"Cline, Ernest",,"=""0804137250""","=""9780804137256""",0,3.54,Crown Publishing ,Hardcover,355,2015,2015,,2015/07/20,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
34534,"The Amazing Maurice and His Educated Rodents (Discworld, #28)",Terry Pratchett,"Pratchett, Terry",,"=""006001234X""","=""9780060012342""",4,4.03,HarperCollins,Hardcover,256,2001,2001,2015/06/10,2014/12/25,,,read,,,,1,,,0,,,,,
34503,The Last Hero (Discworld #27; Rincewind #7),Terry Pratchett,"Pratchett, Terry",Paul Kidby,"=""0060507772""","=""9780060507770""",2,4.16,Harper Voyager,Paperback,176,2002,2001,2015/05/21,2014/12/25,,,read,,,,1,,,0,,,,,
15817472,Возвращение со звезд,Stanisław Lem,"Lem, Stanisław","Станислав Лем, Е. Вайсброт, Р. Нудельман","=""""","=""9785170936144""",4,3.96,АСТ,Paperback,320,2015,1961,,2013/10/24,,,read,,,,1,,,0,,,,,
22886868,"The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)",Terry Pratchett,"Pratchett, Terry",Rob  Wilkins,"=""0062429973""","=""9780062429971""",0,4.37,Harper,Hardcover,276,2015,2015,,2014/12/25,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
34504,"Wyrd Sisters (Discworld, #6; Witches #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061020664""","=""9780061020667""",2,4.13,Hartorch,Mass Market Paperback,265,2001,1988,2014/05/23,2014/05/21,,,read,,,,1,,,0,,,,,
34507,"Equal Rites (Discworld, #3; Witches, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060855908""","=""9780060855901""",2,4.03,Harper Perennial,Paperback,240,2005,1987,2014/04/19,2014/04/14,,,read,,,,1,,,0,,,,,
34484,"Small Gods (Discworld, #13)",Terry Pratchett,"Pratchett, Terry",,"=""0552152978""","=""9780552152976""",4,4.30,Corgi,Paperback,400,2005,1992,2014/10/06,2014/08/27,,,read,,,,1,,,0,,,,,
4904977,"The Stranger (The Labyrinths of Echo, #1)",Max Frei,"Frei, Max",Polly Gannon,"=""1590200659""","=""9781590200650""",0,4.20,Harry N. Abrams,Hardcover,544,2009,1996,,2014/08/27,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
25191,A Personal Matter,Kenzaburō Ōe,"Ōe, Kenzaburō",John Nathan,"=""0802150616""","=""9780802150615""",0,3.90,Grove Press,Paperback,165,1994,1964,,2014/08/27,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
92365,Mysterious Skin,Scott Heim,"Heim, Scott",,"=""0060841699""","=""9780060841690""",0,4.09,Harper Perennial,Paperback,292,2005,1995,,2014/08/27,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
22590,Ubik,Philip K. Dick,"Dick, Philip K.","David Alabort, Manuel Espín","=""8498000831""","=""9788498000832""",0,4.09,La factoría de ideas,Paperback,288,2006,1969,,2014/08/27,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
164552,Selected Poems ,Boris Pasternak,"Pasternak, Boris","Борис Пастернак, Peter France, Jon Stallworthy","=""014018466X""","=""9780140184662""",0,4.23,Penguin Classics,Paperback,160,1992,1960,,2014/08/27,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
99298,"The Harry Potter Collection 1-4 (Harry Potter, #1-4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439249546""","=""9780439249546""",0,4.69,"Scholastic, Inc.",Hardcover,1500,1999,1999,,2014/08/27,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
2442,"Witches Abroad (Discworld, #12; Witches #3)",Terry Pratchett,"Pratchett, Terry",,"=""0061020613""","=""9780061020612""",4,4.22,HarperTorch,Mass Market Paperback,374,2002,1991,2014/08/27,2014/08/13,,,read,,,,1,,,0,,,,,
34517,"Reaper Man (Discworld, #11; Death, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0552152951""","=""9780552152952""",3,4.27,Corgi,Paperback,352,2005,1991,2014/08/13,2014/08/02,,,read,,,,1,,,0,,,,,
279614,The Queen of Spades,Alexander Pushkin,"Pushkin, Alexander",H. Twitchell,"=""1557424373""","=""9781557424372""",2,3.94,Wildside Press,Paperback,52,2005,1834,,2013/05/24,,,read,,,,1,,,0,,,,,
2788786,Сказки роботов. Кибериада,Stanisław Lem,"Lem, Stanisław",Станислав Лем,"=""5170130171""","=""""",2,4.41,АСТ,Твердый переплет (Hardcover),640,2007,2007,,2013/11/26,,,read,,,,1,,,0,,,,,
356171,Summa technologiae,Stanisław Lem,"Lem, Stanisław",Friedrich Griese,"=""3518371789""","=""9783518371787""",1,4.33,Suhrkamp Verlag,Paperback,608,,1964,,2013/11/26,,,read,,,,1,,,0,,,,,
497121,Memoirs Found in a Bathtub,Stanisław Lem,"Lem, Stanisław","Christine  Rose, Michael Kandel","=""0156585855""","=""9780156585859""",3,3.77,Mariner Books,Paperback,204,1986,1961,2013/11/26,2013/11/15,,,read,,,,1,,,0,,,,,
2788842,Солярис. Эдем. Непобедимый,Stanisław Lem,"Lem, Stanisław",Станислав Лем,"=""5170130155""","=""9785170130153""",4,4.58,АСТ,Hardcover,608,2003,2003,,2013/10/24,,,read,,,,1,,,0,,,,,
78024,And Quiet Flows the Don,Mikhail Sholokhov,"Sholokhov, Mikhail",,"=""0460878905""","=""9780460878906""",3,4.10,Dent,Paperback,1408,1996,1928,,2013/10/14,,,read,,,,1,,,0,,,,,
251648,Return From the Stars,Stanisław Lem,"Lem, Stanisław",Barbara Marszal,"=""0156765934""","=""9780156765930""",4,3.96,Mariner Books,Paperback,256,1989,1961,,2013/10/14,,,read,,,,1,,,0,,,,,
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",4,4.27,Harper Perennial Modern Classics ,Paperback,336,2006,1960,2013/08/22,2013/06/24,,,read,,,,1,,,0,,,,,
114599,"The Lady With the Little Dog and Other Stories, 1896-1904",Anton Chekhov,"Chekhov, Anton","Ronald Wilks, Paul Debreczney","=""0140447873""","=""9780140447873""",2,4.22,Penguin Classics,Paperback,384,2002,1904,,2013/07/31,,,read,,,,1,,,0,,,,,
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",2,4.10,Harper,Mass Market Paperback,417,2003,1967,,2013/07/23,,,read,,,,1,,,0,,,,,
54479,Around the World in Eighty Days,Jules Verne,"Verne, Jules","Brian W. Aldiss, Michael Glencross","=""014044906X""","=""9780140449068""",4,3.94,Penguin Books ,Paperback,252,2004,1872,,2013/07/14,,,read,,,,1,,,0,,,,,
197132,The Collected Poems,Sergei Yesenin,"Yesenin, Sergei",Gregory Brengauz,"=""0970580304""","=""9780970580306""",2,4.31,Floridian Publisher,,700,2000,1961,,2013/07/14,,,read,,,,1,,,0,,,,,
1544564,Алые паруса,Alexander Grin,"Grin, Alexander",Александр Степанович Грин,"=""5170261691""","=""9785170261697""",2,3.90,Пушкинская библиотека,Hardcover,400,2005,1922,,2013/07/14,,,read,,,,1,,,0,,,,,
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0553383043""","=""9780553383041""",0,4.00,,Paperback,183,2004,1968,,2013/07/14,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
76104,The Exploits of Sherlock Holmes,Adrian Conan Doyle,"Doyle, Adrian Conan",John Dickson Carr,"=""0517203383""","=""9780517203385""",4,4.42,Gramercy Books,Hardcover,338,1999,1954,,2013/07/14,,,read,,,,1,,,0,,,,,
8675052,Orphans of the Helix (Hyperion Cantos #4.5),Dan Simmons,"Simmons, Dan",,"=""""","=""""",3,3.78,Heyne Verlag,,46,2016,1999,,2013/07/07,,,read,,,,1,,,0,,,,,
229733,The White Guard,Mikhail Bulgakov,"Bulgakov, Mikhail",Michael Glenny,"=""0099490668""","=""9780099490661""",4,4.04,Vintage Books,Paperback,304,2006,1925,,2013/05/23,,,read,,,,1,,,0,,,,,
1243826,Ариэль,Alexander Belyaev,"Belyaev, Alexander",Александр Романович Беляев,"=""5948497844""","=""9785948497846""",3,3.97,ОЛМА-ПРЕСС Образование,Hardcover,241,2005,1941,,2013/05/29,,,read,,,,1,,,0,,,,,
1243799,The Amphibian,Alexander Belyaev,"Belyaev, Alexander",Aleksandr Beleaev,"=""5050006597""","=""9785050006592""",3,4.13,Raduga Publisher,Hardcover,127,1986,1928,,2013/05/29,,,read,,,,1,,,0,,,,,
15702977,Антоновские яблоки,Ivan Alekseyevich Bunin,"Bunin, Ivan Alekseyevich",Иван Алексеевич Бунин,"=""""","=""""",2,3.65,Детская литература. Москва,Hardcover,368,1985,1900,,2013/05/29,,,read,,,,1,,,0,,,,,
196865,Demon,Mikhail Lermontov,"Lermontov, Mikhail",Dennis Ward,"=""1853993166""","=""9781853993169""",3,4.22,Bristol Classical Press,Paperback,104,1998,1839,,2013/05/29,,,read,,,,1,,,0,,,,,
1198981,Приключения Незнайки,Nikolay Nosov,"Nosov, Nikolay",,"=""5955504605""","=""""",3,4.24,Drofa Plus ,Hardcover,528,2005,1953,,2013/05/29,,,read,,,,1,,,0,,,,,
97390,Горе от ума,Alexander Griboyedov,"Griboyedov, Alexander",Александр Сергеевич Грибоедов,"=""5080039159""","=""9785080039157""",2,4.14,Детская литература,Hardcover,206,2001,1825,,2013/05/29,,,read,,,,1,,,0,,,,,
10031,The Wall,Jean-Paul Sartre,"Sartre, Jean-Paul",,"=""184391400X""","=""9781843914006""",3,4.08,Hesperus Press,Paperback,183,2005,1939,,2013/05/29,,,read,,,,1,,,0,,,,,
879879,Mumu,Ivan Turgenev,"Turgenev, Ivan",,"=""1425469272""","=""9781425469276""",1,3.77,Kessinger Publishing,Paperback,60,2005,1852,,2013/05/29,,,read,,,,1,,,0,,,,,
28458,Sketches from a Hunter's Album,Ivan Turgenev,"Turgenev, Ivan",Richard Freeborn,"=""0140445226""","=""9780140445220""",1,3.95,Penguin Classics,Paperback,403,1990,1852,,2013/05/29,,,read,,,,1,,,0,,,,,
3532,First Love,Ivan Turgenev,"Turgenev, Ivan",Constance Garnett,"=""0974607894""","=""9780974607894""",1,3.78,Melville House Publishing,Paperback,124,2004,1860,,2013/05/29,,,read,,,,1,,,0,,,,,
805632,"The Garnet Bracelet, and Other Stories",Aleksandr Kuprin,"Kuprin, Aleksandr",,"=""1410102351""","=""9781410102355""",2,4.13,Fredonia Books (NL),Paperback,388,2003,1910,,2013/05/29,,,read,,,,1,,,0,,,,,
1243899,"Золотой Ключик, или Приключения Буратино",Aleksey Nikolayevich Tolstoy,"Tolstoy, Aleksey Nikolayevich",,"=""5699009965""","=""""",2,4.05,,,128,,1936,,2013/05/29,,,read,,,,1,,,0,,,,,
99107,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",A.A. Milne,"Milne, A.A.",Ernest H. Shepard,"=""0525467564""","=""9780525467564""",3,4.34,Dutton Juvenile,Hardcover,161,2001,1926,,2013/05/29,,,read,,,,1,,,0,,,,,
1848444,"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)",Ronald  Holt,"Holt, Ronald",Arthur Conan Doyle,"=""0582416396""","=""9780582416390""",4,4.23,Addison Wesley Publishing Company,Paperback,85,2000,1891,,2013/05/29,,,read,,,,1,,,0,,,,,
608474,"The Sign of Four (Sherlock Holmes, #2)",Arthur Conan Doyle,"Doyle, Arthur Conan",Peter Ackroyd,"=""0140439072""","=""9780140439076""",4,3.92,Penguin Books,Paperback,129,2001,1890,,2013/05/29,,,read,,,,1,,,0,,,,,
194373,"The Memoirs of Sherlock Holmes (Sherlock Holmes, #4)",Arthur Conan Doyle,"Doyle, Arthur Conan","Christopher Roden, Owen Dudley Edwards","=""""","=""""",4,4.31,Oxford University Press,Hardcover,321,1993,1893,,2013/05/29,,,read,,,,1,,,0,,,,,
3586,The Complete Sherlock Holmes: Volume II,Arthur Conan Doyle,"Doyle, Arthur Conan",Kyle Freeman,"=""1593082045""","=""9781593082048""",4,4.47,Barnes  Noble Classics,Hardcover,709,2004,1914,,2013/05/29,,,read,,,,1,,,0,,,,,
8921,"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,"Doyle, Arthur Conan","Anne Perry, Martha, Mark Hallaq","=""""","=""""",4,4.13,Signet,Mass Market Paperback,256,2001,1901,,2013/05/29,,,read,,,,1,,,0,,,,,
188572,The Complete Sherlock Holmes,Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",4,4.49,Bantam Classics,Paperback,1796,1986,1894,,2013/05/29,,,read,,,,1,,,0,,,,,
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",4,4.00,Vintage International,Paperback,123,1989,1942,,2013/05/29,,,read,,,,1,,,0,,,,,
11991,The Fall,Albert Camus,"Camus, Albert","Justin O'Brien, يارا شعاع","=""0679720227""","=""9780679720225""",3,4.04,Vintage,Paperback,147,1991,1956,,2013/05/29,,,read,,,,1,,,0,,,,,
11989,The Plague,Albert Camus,"Camus, Albert","Stuart Gilbert, Ersílio Cardoso, Альбер Камю, Valery Rumjanek, Susana Cordero Espinosa","=""""","=""""",2,4.02,Vintage International,Paperback,308,1991,1947,,2013/05/29,,,read,,,,1,,,0,,,,,
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Nina Guerra, Martha, Filipe Guerra","=""0143058142""","=""9780143058144""",4,4.24,Penguin,Paperback,671,2002,1866,,2013/05/29,,,read,,,,1,,,0,,,,,
2932,"Robinson Crusoe (Robinson Crusoe, #1)",Daniel Defoe,"Defoe, Daniel","Virginia Woolf, Franciszek Mirandola, Samuli Suomalainen","=""""","=""""",3,3.68,Modern Library,Paperback,320,2001,1719,,2013/05/29,,,read,,,,1,,,0,,,,,
13248,The Lower Depths,Maxim Gorky,"Gorky, Maxim",Jenny Covan,"=""048641115X""","=""9780486411156""",2,3.77,Dover Publications,Paperback,80,2016,1902,,2013/05/29,,,read,,,,1,,,0,,,,,
440799,The Madman of Bergerac,Georges Simenon,"Simenon, Georges",Geoffrey Sainsbury,"=""0143111965""","=""9780143111962""",3,3.76,Penguin Books,Paperback,176,2007,1932,,2013/05/24,,,read,,,,1,,,0,,,,,
