Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
32831,The Mysterious Island,Jules Verne,"Verne, Jules","Caleb Carr, Jordan Stump","=""0812972120""","=""9780812972122""",3,4.12,Modern Library,Mass Market Paperback,723,2004,1875,,2013/05/24,,,read,,,,1,,,0,,,,,
33507,Twenty Thousand Leagues Under the Sea,Jules Verne,"Verne, Jules","Anthony Bonner, Jakob Gunnarsson","=""076072850X""","=""9780760728505""",3,3.89,Barnes & Noble,Hardcover,394,2002,1870,,2013/05/24,,,read,,,,1,,,0,,,,,
13636478,Poems and Odes,Gavrila Derzhavin,"Derzhavin, Gavrila",,"=""5352017567""","=""""",1,3.20,Азбука,Paperback,320,2006,1982,,2013/05/24,,,read,,,,1,,,0,,,,,
15722430,Г. Р. Державин. Стихотворения,Gavrila Derzhavin,"Derzhavin, Gavrila",,"=""""","=""""",1,3.33,Карелия,Hardcover,208,1984,1984,,2013/05/24,,,read,,,,1,,,0,,,,,
385028,Ruslan and Ludmila,Alexander Pushkin,"Pushkin, Alexander",,"=""5050047730""","=""9785050047731""",2,4.08,ЭКСМО,Hardcover,134,2000,1820,,2013/05/24,,,read,,,,1,,,0,,,,,
97385,Tales of Belkin and Other Prose Writings,Alexander Pushkin,"Pushkin, Alexander","Ronald Wilks, John Bayley","=""0140446753""","=""9780140446753""",2,4.26,Penguin Classics,Paperback,224,1998,1836,,2013/05/24,,,read,,,,1,,,0,,,,,
97381,The Queen of Spades and Other Stories,Alexander Pushkin,"Pushkin, Alexander","Andrew Kahn, Alan Myers","=""0192839543""","=""9780192839541""",2,4.12,Oxford University Press,Paperback,336,1999,1834,,2013/05/24,,,read,,,,1,,,0,,,,,
111750,The Tale of Tsar Saltan,Alexander Pushkin,"Pushkin, Alexander",Gennady Spirin,"=""0803720017""","=""9780803720015""",2,4.23,Dial Books,Hardcover,32,1996,1831,,2013/05/24,,,read,,,,1,,,0,,,,,
604578,The Captain's Daughter,Alexander Pushkin,"Pushkin, Alexander",Robert Chandler,"=""184391154X""","=""9781843911548""",2,3.84,Hesperus Press,Paperback,124,2007,1836,,2013/05/24,,,read,,,,1,,,0,,,,,
2937227,Бородино,Mikhail Lermontov,"Lermontov, Mikhail",Михаил Лермонтов,"=""5329010080""","=""""",2,4.16,Оникс,Hardcover,64,2004,1837,,2013/05/24,,,read,,,,1,,,0,,,,,
5759,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393327345""","=""9780393327342""",4,4.19,W.W. Norton & Company (NYC),Paperback,218,2005,1996,,2013/05/24,,,read,,,,1,,,0,,,,,
29059,Choke,Chuck Palahniuk,"Palahniuk, Chuck",Matteo Colombo,"=""0385720920""","=""9780385720922""",2,3.70,Anchor Books,Paperback,293,2002,2001,,2013/05/24,,,read,,,,1,,,0,,,,,
2687841,Мцыри,Mikhail Lermontov,"Lermontov, Mikhail",Михаил Лермонтов,"=""0855362235""","=""9780855362232""",4,3.95,,,27,,1839,,2013/05/24,,,read,,,,1,,,0,,,,,
799266,"The Sorrows of Satan; or, The Strange Experience of One Geoffrey Tempest, Millionaire",Marie Corelli,"Corelli, Marie",,"=""0192832204""","=""9780192832207""",4,3.95,"Oxford University Press, USA",Paperback,416,1996,1895,,2013/05/24,,,read,,,,1,,,0,,,,,
333657,The Storm,Aleksandr Ostrovsky,"Ostrovsky, Aleksandr",,"=""1406938556""","=""9781406938555""",1,3.64,Hard Press,Paperback,104,2006,1859,,2013/05/24,,,read,,,,1,,,0,,,,,
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",3,4.32,Bantam,Kindle Edition,1125,2011,2011,,2013/03/05,,,read,,,,1,,,0,,,,,
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""055357342X""","=""9780553573428""",4,4.54,Bantam,Mass Market Paperback,1177,2003,2000,,2013/03/05,,,read,,,,1,,,0,,,,,
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""055358202X""","=""9780553582024""",3,4.14,Bantam Books,Mass Market Paperback,1061,2011,2005,,2013/03/05,,,read,,,,1,,,0,,,,,
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",4,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2013/03/05,,,read,,,,1,,,0,,,,,
4085611,"Багдадский вор (Багдадский вор, #1)",Андрей Белянин,"Белянин, Андрей",Андрей Зарецкий,"=""5935561719""","=""""",4,3.82,Альфа-книга,Hardcover,438,2004,2002,,2013/05/23,,,read,,,,1,,,0,,,,,
13416868,"Меч без имени (Меч без имени, #1)",Андрей Белянин,"Белянин, Андрей","Вадим Максимов, Анна Кожевникова","=""5763206703""","=""9785763206708""",3,3.99,Армада,Hardcover,352,1998,1997,,2013/05/23,,,read,,,,1,,,0,,,,,
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Norman MacAfee, Lee Fahnestock","=""""","=""""",3,4.19,Penguin,Mass Market Paperback,1463,1987,1862,,2013/05/23,,,read,,,,1,,,0,,,,,
28381,Dead Souls,Nikolai Gogol,"Gogol, Nikolai",Robert A. Maguire,"=""0140448071""","=""9780140448078""",4,3.98,Penguin Classics,Paperback,464,2004,1842,,2013/05/20,,,read,,,,1,,,0,,,,,
4531917,Morphine,Mikhail Bulgakov,"Bulgakov, Mikhail",بابک شهاب,"=""""","=""""",4,4.06,,,80,2008,1926,,2013/05/23,,,read,,,,1,,,0,,,,,
47323,The Fatal Eggs,Mikhail Bulgakov,"Bulgakov, Mikhail","Hugh Aplin, Doris Lessing, Михаил Булгаков","=""1843914115""","=""9781843914112""",4,3.77,Hesperus Press,Paperback,104,2005,1923,,2013/05/23,,,read,,,,1,,,0,,,,,
897363,A Country Doctor's Notebook,Mikhail Bulgakov,"Bulgakov, Mikhail",Михаил Булгаков,"=""1860461654""","=""9781860461651""",4,4.30,Harvill Press,Paperback,158,2003,1925,,2013/05/23,,,read,,,,1,,,0,,,,,
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Katherine Tiernan O'Connor, Hans Fronius, Diana Lewis Burgin, Ellendea Proffer","=""0679760806""","=""9780679760801""",5,4.30,Vintage International,Paperback,372,1996,1967,,2013/05/23,,,read,,,,1,,,0,,,,,
13639513,"Джек Сумасшедший король (Джек Сумасшедший король, #1-3)",Андрей Белянин,"Белянин, Андрей",,"=""576320851X""","=""9785763208511""",1,3.94,Альфа-книга,Hardcover,412,1999,1996,,2013/05/23,,,read,,,,1,,,0,,,,,
13638793,"Моя жена — ведьма (Моя жена — ведьма, #1)",Андрей Белянин,"Белянин, Андрей",Илья Воронин,"=""5763210026""","=""9785763210026""",3,3.80,Альфа-книга,Hardcover,476,1999,1999,,2013/05/23,,,read,,,,1,,,0,,,,,
12381040,"Тайный сыск царя Гороха (Тайный сыск царя Гороха, #1)",Андрей Белянин,"Белянин, Андрей",,"=""5763210093""","=""""",2,3.89,Альфа-книга,Hardcover,450,2001,1999,,2013/05/23,,,read,,,,1,,,0,,,,,
13416872,"Век святого Скиминока (Меч без имени, #3)",Андрей Белянин,"Белянин, Андрей","Вадим Максимов, Анна Кожевникова","=""599220203X""","=""9785992202038""",3,4.06,Альфа-книга,Hardcover,411,1999,1998,,2013/05/23,,,read,,,,1,,,0,,,,,
13416876,"Свирепый ландграф (Меч без имени, #2)",Андрей Белянин,"Белянин, Андрей","Вадим Максимов, Анна Кожевникова","=""599220072X""","=""9785992200720""",3,4.02,Альфа-книга,Hardcover,395,2008,1998,,2013/05/23,,,read,,,,1,,,0,,,,,
142262,The Inspector General,Nikolai Gogol,"Gogol, Nikolai","George Rapall Noyes, John Laurence Seymour","=""0486285006""","=""9780486285009""",3,3.98,Dover Publications,Paperback,80,2011,1835,,2013/05/20,,,read,,,,1,,,0,,,,,
537094,The Overcoat,Nikolai Gogol,"Gogol, Nikolai",,"=""1419176528""","=""9781419176524""",3,4.15,Kessinger Publishing,Paperback,57,2004,1842,,2013/05/20,,,read,,,,1,,,0,,,,,
19104,The Overcoat and Other Short Stories,Nikolai Gogol,"Gogol, Nikolai",,"=""0486270572""","=""9780486270579""",3,4.20,Dover Publications,Paperback,103,1992,1836,,2013/05/20,,,read,,,,1,,,0,,,,,
10374,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""""","=""""",4,4.14,Vintage,Paperback,400,2003,1985,,2013/05/20,,,read,,,,1,,,0,,,,,
333538,The Castle,Franz Kafka,"Kafka, Franz","Mark Harman, J.A. Underwood","=""0805211063""","=""9780805211061""",3,3.95,Schocken,Paperback,316,1998,1926,,2013/05/20,,,read,,,,1,,,0,,,,,
251633,The Invincible,Stanisław Lem,"Lem, Stanisław",Wendayne Ackerman,"=""0283979623""","=""9780283979620""",4,4.15,Sidgwick & Jackson (London),Paperback,223,1973,1964,,2013/05/20,,,read,,,,1,,,0,,,,,
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",Gary Ruddell,"=""0553283685""","=""9780553283686""",5,4.24,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,,2013/05/20,,,read,,,,1,,,0,,,,,
13888,"Knife of Dreams (The Wheel of Time, #11)",Robert Jordan,"Jordan, Robert",,"=""0812577566""","=""9780812577563""",4,4.16,Tom Doherty Associates,Mass Market Paperback,860,2006,2005,,2013/05/19,,,read,,,,1,,,0,,,,,
13891,"Winter's Heart (The Wheel of Time, #9)",Robert Jordan,"Jordan, Robert",,"=""081257558X""","=""9780812575583""",4,3.95,Tor Fantasy,Mass Market Paperback,780,2002,2000,,2013/03/05,,,read,,,,1,,,0,,,,,
34897,"The Dragon Reborn (The Wheel of Time, #3)",Robert Jordan,"Jordan, Robert",,"=""0765305119""","=""9780765305114""",4,4.26,Tor Books,Mass Market Paperback,624,2002,1991,,2013/03/05,,,read,,,,1,,,0,,,,,
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,"=""0812517725""","=""9780812517729""",4,4.25,Tor Books,Mass Market Paperback,705,1991,1990,,2013/03/05,,,read,,,,1,,,0,,,,,
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",4,4.18,Tor Books,Mass Market Paperback,800,1990,1990,,2013/03/05,,,read,,,,1,,,0,,,,,
6498889,Малыш. Парень из преисподней,Arkady Strugatsky,"Strugatsky, Arkady",Boris Strugatsky,"=""""","=""9785170579297""",4,4.13,"АСТ, АСТ Москва, Terra Fantastica, ВКТ",Hardcover,288,2009,2009,,2013/02/12,,,read,,,,1,,,0,,,,,
50269,The Sebastopol Sketches,Leo Tolstoy,"Tolstoy, Leo",David McDuff,"=""0140444688""","=""9780140444681""",2,3.87,Penguin Classics,Paperback,192,1986,1855,,2013/02/12,,,read,,,,1,,,0,,,,,
18135,Romeo and Juliet,William Shakespeare,"Shakespeare, William","Paul Werstine, Barbara A. Mowat","=""""","=""""",3,3.75,Washington Square Press,Mass Market Paperback,281,2002,1597,,2010/08/26,,,read,,,,1,,,0,,,,,
